id,string
2806,"d̪u͡ɪ̯dɐ nɐ, ɛk <> d̪ɪcʰɪ d̪ɛkʰo bɐlɐ ko͡ɪ̯ɾɐ।"
2807,"nɐ, nɐ bɪgɐt̪e d̪u͡ɪ̯-t̪ɪn mɔn beʃɪ e͡ɪ̯cʰe।"
2808,"ʃɔɾkɐɾ nɐ, bɪbʱɪnno ɟɔne bolt̪ece ɐɾ kɪ।"
2809,t̪ɐlɪ pʰɔɾeɾ d̪ɪn d̪e͡ɪ̯ ɐɾ kʰũɪɟe pʰɐ͡ɪ̯ nɐ।
2810,"pʰulɐpʰɐn d̪ɪʃ ɾɐhon lɐgenɐ, ɟebɐ nɐme?।"
2811,"e͡ɪ̯ kɐlhɐ ɪʲɐ hoɾbo ɟeno, tʰɪktɐk koɾbo।"
2812,ɐɟɐneɾ lɔge-lɔge ɟɐ͡o̯n lɐge ʃoʷɐb ɐcʰe।
2813,"<> hon, ʃɔʃɐ d̪u͡ɪ̯ <> ɐ͡ɪ̯cʰe ɾoɟɐ mod̪d̪e।"
2814,pɔncɐʃtɐɾ kɔm ɟɐe̯ nɐ͡ɪ̯ <> t̪ʰɪkɐ meʃɪŋ।
2815,e͡ɪ̯ ɟɐgɐt̪ ɟe ɔhone ɟen kʰɐɾɐ͡ɪ̯ʲɐ ɐcʰu͡ɪ̯n।
2816,o d̪e͡ɪ̯ho ʃɪstem ettɐ ko͡ɪ̯ɾe pʰelɐbɐnɪ।
2817,"bɐ͡ɪ̯d̪d̪ɐ ɐcʰe, d̪e͡o̯pʰɐɾɐ ɐcʰe, kot̪lɐ ɐcʰe।"
2818,ɐmɐɾ ɐbbɐɾ ʃɐt̪e bʱɐlo ʃɔmpoɾko cʰɪlo।
2819,<> u͡ɪ̯nnɐ t̪ɪn-cɐ͡ɪ̯ɾ bɔcʰoɾ ɐgekɐɾ gɔtonɐ।
2820,"nɐ,nɐ, o͡ɪ̯tɐ tɐ͡ɪ̯gɐɾs, tɐ͡ɪ̯gɐɾe cʰɪlo।"
2821,"kɪnt̪u o͡ɪ̯ ɟe 
tɐhɐ xɔɾoɟ kɔɾɐ lɐgbene।"
2822,ɐ͡ɪ̯ɟ t̪ʰɪkɐ mone koɾo ɐŋgoɾ ɟɔnmeɾ ɐge।
2823,e͡ɪ̯ ɟe ede d̪uɾbʱɪkkʰo d̪ɛkʰɐ d̪ɪbe d̪eʃe।
2824,ɐɾ ʃɐhɪntɐ ho͡ɪ̯ce d̪unɪʲɐɾ muk mond̪ɐ।
2825,mɐhbu͡ɪ̯ɟɟɐɾ lɔge t̪o ɐmɪ ɾɐ͡o̯ɪ hoɾɪ nɐ।
2826,<> ɪʃɐbtɐ lɔ <> ɛkɐd̪ʃɪ koɾbo kʰɐbo nɐ?।
2827,ʃe kɪnt̪u ɛktɐ tɐ͡ɪ̯me ɐmɐɾ mɐmɐ cʰɪlo।
2828,"ɐmɪ ko͡ɪ̯lɐm, ""mɪstekeɾ guʃtɪ cud̪ɪ।""।"
2829,o͡ɪ̯ɾɔkomɪ ɐʃɪ tekɐɾ mɔt̪o hɐ͡o̯lɐt̪ d̪ɪcʰɪlo।
2830,<> ɪʃɐbtɐ lɔ <> ɛkɐd̪ʃɪ koɾbo kʰɐbo nɐ?।
2831,"kɔt̪ɐtɐ buɟ, ʃɐ͡ɪ̯kelʃɔho nɪce poɽɪ ge͡ɪ̯ce।"
2832,o͡ɪ̯ tɐ͡ɪ̯me ɐɾ o͡ɪ̯llɐ pʰon kɔe̯ tɐkɐ d̪ɐm?।
2833,"t̪ɐnhɐ, t̪u͡ɪ̯ ʃund̪ɔɾ ɛktɐ ɟɐmɐ͡ɪ̯ pɐ͡ɪ̯bɪ।"
2834,ɛk cʰobɪ t̪u͡ɪ̯llɐ͡ɪ̯ d̪e͡o̯ʷɐ ɐɾɐmbo hɾocʰe।
2835,<> bɪɾɪɟɪ bonk ko͡ɪ̯ɾɐ hɐlɐ͡ɪ̯cʰe kʰɐlo <>।
2836,oʃud̪ʱ-pɐt̪ɪ ʃɔb t̪o oɾ tɐhɐ d̪ɪʲe d̪ehɐe̯।
2837,pɔncɐʃtɐɾ kɔm ɟɐe̯ nɐ͡ɪ̯ <> t̪ʰɪkɐ meʃɪŋ।
2838,e͡ɪ̯ leɾeɾ bɐnd̪eɾ kunu geɾentɪ ɐcʰe?।
2839,pɐɾbo nɐ ɐmɪ ɟe͡ɪ̯de pɐbo ʃe͡ɪ̯de nebo।
2840,ɟedɐ e͡ɪ̯ ɟe eno pʰɐlɐ͡ɪ̯ʲɐ t̪ʰu͡ɪ̯lo nɐ ɟe।
2841,ɪʲɐ d̪ɪʲɐ lok d̪ɪʲɐ nɐ mɐ mɐʃes kɔɾɐe̯।
2842,"ɐɾe ɪd̪mɐ͡ɪ̯ʲɐ d̪ɪn, cʰudu mɐnu boɟʱe nɐ।"
2843,ɛk bɔcʰoɾ ɔ͡ɪ̯o <> ɐmɐɾ ɛ͡ɪ̯le kɔt̪od̪ɪn lɐge।
2844,"lekʰcʰe, le͡ɪ̯kʰkʰɐ pɔɾe kɔe̯ pe͡ɪ̯ɟtɐ uldɐ͡o̯।"
2845,ehon t̪o nɐ͡ɪ̯kɐ ehon t̪o bẽɪcɐ hɐlɐ͡ɪ̯cʰe।
2846,etɐ ɐbɐɾ hɐnɪpʰ ʃohɟo ko͡ɪ̯ɾbɐɾ pɐe̯ nɐ͡ɪ̯।
2847,"ektu mutɐʃutɐ, bʱlɔg koɾe ɟe mohɪlɐdɐ?।"
2848,"ʃe d̪ukʰen kʰɐ͡ɪ̯ʲe oɾ ho͡ɪ̯ ne͡ɪ̯, ɐɾɔ͡o̯ kʰɐbe।"
2849,"bo͡ɪ̯, gɐɽɪ ɐ͡u̯ok, ɐ͡ɪ̯ttɐ ɟɐ͡o̯n ɟɐ͡ɪ̯t̪o nɐ।"
2850,"<> ɟɪb d̪ɪʲɐ, pʰɔɾɐ͡ɪ̯t̪e pʰɔɾt̪e pʰɔɾt̪e।"
2851,pʰon d̪ɪʲɐ d̪ɪʲɐ d̪ɪt̪ɐcʰɪ t̪omɐɾ bɐ͡ɪ̯t̪t̪e।
2852,e pʰɪɾe ɐʃt̪ɪ ɐʃt̪ɪ ɟehet̪u nɪɟɪɾ tɐhɐ।
2853,"t̪ɐ t̪o ɐmɪ cek ko͡ɪ̯ɾe d̪ehɪ ne͡ɪ̯, kɔ͡u̯ d̪ɪ?।"
2854,"ɐmɪ pʰoɾɪkkɐ͡ɪ̯ d̪ɪcʰɪ nɐ, ɐmɪ ɐʲɐ pʰɔɾcʰɪ।"
2855,e͡ɪ̯ mubʱɪ d̪ekbɐɾ lɐ͡ɪ̯ggɐ ɐʲɐ poɾcʰɪlɐm।
2856,t̪ɐd̪eɾ pʰɛmɪlɪt̪e ɛkɟon nɐ ɛkɟoneɾ ɔe̯।
2857,heɾ nɪgɐ kɐɾent sɐplɐ͡ɪ̯ kɔm ɔ͡ɪ̯t̪ɐcʰe।
2858,o bɪɾenɪ kʰɐ͡ɐ̯ɾ ɟɔnnɪ pɐgol o͡ɪ̯ʲe gecʰe।
2859,"ho, ɐmɪ͡ɪ̯ kʰɐlɪ d̪ɪt̪ɪ pɐɾlɐm nɐ t̪umɐɾe।"
2860,e͡ɪ̯dɪ kɪ bɪd bɐlu nɐ he͡ɪ̯t̪ɐ bɐlu͡ɐ̯ne?।
2861,bʱuttɐ nɐ lɐgɐʲɐ ɔnno kɪcʰu lɐgɐ͡ɪ̯t̪o।
2862,t̪ɔɾ tɪʲɐɾ t̪e ɔɾd̪ek d̪ɪʲɐ lɐ͡ɪ̯cʰo ɐmɐɾe।
2863,"ɔ͡ɪ̯t̪t̪o, bɐɽɪɾ bʱɐt̪ kʰɐ͡ɪ̯ʲɐ kɔt̪o ʃɐnt̪ɪ।"
2864,"<> hon, ʃɔʃɐ d̪u͡ɪ̯ <> ɐ͡ɪ̯cʰe ɾoɟɐ mod̪d̪e।"
2865,mɐcʰ nɐ bɐcʰle ɐʃole͡ɪ̯ ɐ͡ɪ̯ʃtɐ gɔnd̪o hoɾe।
2866,ko͡ɪ̯cʰe ɟe ɐpu ɐɟke ɾɐt̪ɾe ɐmɪ ɾɐnbɐm।
2867,ɐge ɐddɐ ɟɔmot̪o t̪o ʃɪkʰɐ ɐpuʲe t̪ʰɐkt̪e।
2868,"<> ɐmɪ o͡ɪ̯dɐe̯ bɐʃɐ, bɔʃɔt̪o bɐɽɪ bɐnɐmu।"
2869,ɐɾ o cɐ͡ɪ̯cʰe bɪʃ tɐkɐ d̪ɪcʰɪ ɛkʃo tɐkɐ।
2870,"nɐ, o͡ɪ̯ tenʃɔn, tenʃɔne ɐmɐɾ mɔt̪ hɔbene।"
2871,pɔɾe ʃed̪ɪn ɟɛmon ɪʲe koɾlo ɟɐ͡o̯ʷɐɾ ɐge।
2872,"ho, gɐn  pɔɽʃɪ ko͡ɪ̯t̪ɐcʰe, 
kɪ gɐn gɐ͡ɪ̯bo?।"
2873,ɐmɪ ko͡ɪ̯ omɐʲɐ gɐneɾ mɔd̪d̪e pʰɔɽɐ͡o̯ ɐcʰe?।
2874,ɐɾ pʰɔɾʃɪɾe tehɐ d̪ɪle͡o̯ mɐmɪ <> d̪ɪbo?।
2875,kɪnt̪u ʃo͡ɪ̯nd̪ʱɐe̯ t̪o o͡ɪ̯ dɪm-dɐ͡ɪ̯l ɐɾ।
2876,"mɐne, od̪eɾ bolɪŋ lɐ͡ɪ̯n-ɐp kʰub bʱɐlo।"
2877,etɐ͡ɪ̯ ɐʃole tɾopʰɪ d̪ɪʲɐ mɐnuʃɾe mɐpon।
2878,bɪʃ lɐk tɛhɐ kɪʲeɾ tɛhɐ ɐcʰɪlo?।
2879,"t̪u͡ɪ̯ ɟod̪ɪ ɐmɐk nɐ ɟɐnɐ͡ɪ̯ʃ, ɐmɪ ɟɐnbo?।"
2880,ko͡ɪ̯ kopɪɾɐ͡ɪ̯t kɐ͡ɪ̯cʰe nɐ kopɪɾɐ͡ɪ̯t <> nɐ?।
2881,"kɐ͡ɪ̯ttɐ d̪ɪcʰe, he͡ɪ̯nt̪e kɐ͡ɪ̯ttɐ d̪ɪcʰe।"
2882,bʱɐdɪ bʱɔgobɐneɾ upɔɾ bʱɔɾʃɐ ɟod̪ɪ t̪ʰɐhe <>।
2883,kɔt̪o megɐ͡o̯ʷɐt kɐɾenteɾ ɟɐnɪ d̪ɔɾkɐɾ?।
2884,e͡ɪ̯ kud̪ɐllɪʲɐ hɐ͡ɪ̯ ɪskuleɾ lɔgeɾtɐ।
2885,t̪ɐɾpʰɔɾe oɾe bɪɾenɪ ɾɐnnɐ ko͡ɪ̯ɾe d̪ɪʃ।
2886,kɔt̪o cʰeɽɪdɐɾo kɔt̪o kʰɐlɪ gɐn gɐ͡o̯n lɐge।
2887,"pɪs-pɪs, ʃɐnt̪ɪ-ʃɐnt̪ɪɾ ɟɐʲgɐ ʃɔhoɾ।"
2888,ɐmɾɐ ko͡ɪ̯ ʃɔhoɾe t̪ʰɐkɪ ɟe ɐmmu ɐɾ ɐmɪ।
2889,"nɐ, ebɐɾ t̪o oɾ mɐɾ beʃɪ kɔt̪ʰɐ ʃonbe।"
2890,ɐmɪ ko͡ɪ̯cʰɪ medɪn nɐ ɔe̯ ɔhon kɐ͡ɪ̯cʰɪ nɐ।
2891,"t̪ɐ ɛkʰon, ɪʲɛ ɟɛtoɾ ʃɐt̪e kɔt̪ɐ hɔe̯?।"
2892,t̪ɐ kɔccʰe ɟe ko͡u̯tɐ d̪ʱo͡ɪ̯ɾe nɪʲe ɟɐn d̪ɪ।
2893,ɐɾ t̪umɐɾ kʰɐt̪ɐ pot̪ɾo ɟe ʃɔb lɐgbe nɐ।
2894,bɔcʰoɾkɐɾ d̪ɪn bɐ͡ɪ̯t̪t̪e ʃɔʃtʰɪ ko͡ɪ̯ɾbɐ nɐ?।
2895,"ɟetɐ ʃɔmoɾt̪ʰon koɾcɪ, ʃetɐ ɐmɪ ʃɐɾt̪ʰok।"
2896,t̪e nɐ ɐcʰe kulɐɾ mɐt̪ɐ hemme ɟɐ͡ɪ̯bo।
2897,ʃe hɔtɐt̪ ko͡ɪ̯ɾe kɔccʰe cɔnd̪on ɟɔʃoɾ ɐʃo।
2898,stoʲenɪʃ kʰub bʱɐlo bɛtɪŋ koɾt̪ecʰe।
2899,hɛ̃  hɛ̃  ɐɾe ʃe d̪ɐʲɪt̪t̪o ɐmɐɾ।
2900,t̪ɔbe lɐkkʰo͡u̯ bolɪŋ lɐ͡ɪ̯no kʰub bʱɐlo।
2901,ʃɔɾkɐɾeɾ ɟɐʲgɐ ʃɔɾkɐɾ nɪʲɐ͡ɪ̯ ɟɐbo gɐ।
2902,e͡ɪ̯ utʰo͡ɪ̯ utʰo͡ɪ̯ mone͡ɪ̯ ne͡ɪ̯ kuʲɐne।
2903,"pɾot̪ɪ pɾot̪ɪ bʱɐgɪ, bʱɐg ɔ͡ɪ̯lo cɐ͡ɪ̯ɾdɐ।"
2904,"bɐt̪ʃɾɪk ɛktɐ <> bɐt̪ʃɾɪk  
bɐt̪ʃɾɪk।"
2905,"ɐmɐɾ bɔɽod̪ɪ ɪttu ʃust̪ʰo ho͡ɪ̯cʰe, boɟʱcʰo?।"
2906,"<> bɔɾt̪omɐne ɪskuleɾ tecɐɾ, tɪcɐɾ।"
2907,"hu ʃɐd̪d̪ɐ͡ɪ̯mɛ koɾcʰe, ɐnt̪ɐɟɪ koɾcʰe।"
2908,"d̪ehɐɾ ʃuɟog ɐcʰe, kʰɐ͡o̯ʷɐɾ ʃuɟog nɐ͡ɪ̯।"
2909,gupʰɐlɾe konpʰɪlɪ ɪʲe͡ɪ̯ɾe pʰɛlɐ͡ɪ̯cʰɪʃ।
2910,ɟɪbe ɟɐ͡ɪ̯ d̪ɐ͡o̯ ɐʃmɐ nɔʃto ko͡ɪ̯ɾɐ lɐ͡ɪ̯bo।
2911,kɔt̪o megɐ͡o̯ʷɐt kɐɾenteɾ ɟɐnɪ d̪ɔɾkɐɾ?।
2912,ɔŋkuʃ kɔlɐm nɐ oɾ bɐbɐɾ kɐcʰe ɾo͡ɪ̯cʰe।
2913,"ɪd̪ poɾɟont̪o t̪ɐe ɐcɪʃ, mone hɔe̯, nɐkɪ?।"
2914,t̪ɐ͡ɪ̯le ɐ͡ɪ̯ɟke kɐɾ bɐɽɪt̪o kʰɐ͡o̯ʷɐ d̪ɐ͡o̯ʷɐ?।
2915,"ɪndɪʲɐe̯ d̪ɐkt̪ɐɾ d̪ɪhɐt̪ɪ ɟɐbe, t̪ɐ͡ɪ̯?।"
2916,"kɔe̯ tɐkɐɾ koɾɪ ɪpot̪ɐɾɪ kɔɾen, put̪ɪd̪ɪn?।"
2917,muʃɔlmɐn bɪʲɐ koɾcʰe <> bʱuttuɾ bu͡ɪ̯n।
2918,nod̪ɪt̪e pɐnɪ nɐ͡ɪ̯ bʱɐ͡ɪ̯ʃɐ ɐbo kot̪t̪ʰeke?।
2919,ʃombɐɾt̪e <> ɾoɟɐt̪ o͡ɪ̯ klɐs kɔɾɐ͡ɪ̯bo?।
2920,e͡ɪ̯ cʰɛɽɪ ɟɐ͡ɪ̯t̪onɐ t̪e kɛdɐ ɟɐ͡ɪ̯bo?।
2921,"hɔʲɐ ge͡ɪ̯ce bond̪u, elɐ kɪ kɔɾɐ ɟɐ͡ɪ̯be?।"
2922,emnɪ tɛbolet kʰɐlɪ emnɪt̪o d̪ɛe̯।
2923,eɾpʰɔɾe ɐcʰe unɐɾ ɔccʰe mɐɟɐe̯ ʃɔmoʃʃɐ।
2924,<> ɐɾɔ͡o̯ d̪uɾeɾ t̪e͡ɪ̯kkɐ cʰobɪ t̪ul hɐlɐ।
2925,"ho, ɐmɐɾ mɐɾ ɐbɐɾ e͡ɪ̯ bɔd̪ ɔbʱɛʃ ɐcʰe।"
2926,ɪʲeɾ t̪o ʃɔɾkɐɾɪ cɐkɾɪ ɔ͡ɪ̯ʲɐ gecʰe gɐ।
2927,"mɐne d̪ekʰɐ͡ɪ̯cʰɪ, oʃud̪ʱ nɪʲe ɐ͡ɪ̯cʰɪ ɐmɐɾ।"
2928,"<> ɐmɪ ɐ͡ɪ̯nnɐ d̪e͡ɪ̯, ɐmɪ ɐ͡ɪ̯nnɐ d̪e͡ɪ̯।"
2929,"ʃukkuɾbɐɾ pʰoɾɪskɐɾ hɔɾot̪ɐ͡ɪ̯n, ʃɔhɐle।"
2930,<> kʰɔboɾ d̪ehɪ d̪ɪn-ɾɐ͡ɪ̯t̪o cobbɪʃ gʱɔntɐ।
2931,"pʰɐke t̪ʰɐkoʃ, mɛlɐ ʃɐnt̪ɪt̪e t̪ʰɐkoʃ।"
2932,<> e͡ɪ̯nd̪ɐ ʃɔmpuɾno bẽɪcɐ hɐlɐ͡ɪ̯cʰe?।
2933,ɐmɪ kɔccʰɪ tʰɪk ɐcʰe mone t̪ʰɐke ɟɛnu।
2934,ɐɾ nɐ͡ɪ̯le kɔ͡o̯ tɐ͡ɪ̯ls ɐmɪ bɪcʰɐ͡ɪ̯ʲɐ lɐ͡ɪ̯।
2935,muʃɔlmɐn bɪʲɐ koɾcʰe <> bʱuttuɾ bu͡ɪ̯n।
2936,pɐt̪ɐ kuɽɪ-tuɽɪ nɪʲɐ ɟɐʲɐ kʰɪlɐŋ t̪o।
2937,<> e͡ɪ̯ bɪʃpɔd̪ d̪ɐ oɾe bɐ̃cɐ͡ɪ̯ʲɐ ɾɐkʰcʰe।
2938,kʰɐlɐmonɪ?kʰɐlɐmonɪ buɟʱt̪ɪ pɐt̪t̪ɪcʰɪ nɐ।
2939,mɐne kunu <> tɪk mɔt̪o pʰɐ͡o̯ʷɐ ɟɐe̯ nɐ।
2940,ɔhon ɟod̪ɪ nes ɟod̪ɪt̪o kɔʲɐ lɔʲɐ ɟɐ͡ɪ̯ggɐ।
2941,ɛkon uʲɛɾ bɔ͡u̯ t̪o ho͡ɪ̯lo bɐpeɾ bɐɽɪt̪o।
2942,"bɪgɐ, e͡ɪ̯dɐɾ cɐ͡ɪ̯t̪e ɐɾo beʃɪ d̪ɐn ɔe̯।"
2943,"ho,et̪ɪ pot̪om ɾɔmoɟɐn ʃukɾobɐɾ ho͡ɪ̯lo nɐ?।"
2944,ɔgoɾ ʃɐt̪ʰe ɔgoɾ ʃɐt̪ʰe t̪o ɾɪleʃon ɐcʰe।
2945,"mokleseɾ bɐɽɪ͡o̯ pʰɪɾ ete, kɔt̪ɐtɐ buɟ।"
2946,"bɪgɐ, e͡ɪ̯dɐɾ cɐ͡ɪ̯t̪e ɐɾo beʃɪ d̪ɐn ɔe̯।"
2947,"ɛkʰon bond̪ʱu, ɾekɔɾdtɐ ektu bond̪o koɾo।"
2948,ɐmɪ kɪnt̪u ɐltɪmetɐm d̪ɪʲe ɾɐkʰlɐm।
2949,kɪptɐmɪ ko͡ɪ̯ɾɐ͡ɪ̯   ɐʃole  bɔɽolok e͡ɪ̯be।
2950,onu ehon mɐstɐɾ pɐɽɐ ɔ͡ɪ̯ʲɐ gecʰe gɐ।
2951,oɾ bɐp o͡ɪ̯ ʃumɐ d̪ɔkʰol ko͡ɪ̯ɾe nɪʲe necʰe।
2952,nɪʲe-tɪʲe ɛkd̪ɪn d̪upuɾɪ t̪ɐ͡ɪ̯ cʰɐɽɪcʰe।
2953,ɟed̪ɪn ɟɐbɐ t̪ɐɾ pɔɾd̪ɪn pʰɪɾe ɐʃɐ ɟɐe̯।
2954,oɾ kɔt̪ɐ ʃunɪ oɾ mɐt̪ɐ gɔɾom hɔʲɐ ge͡ɪ̯cʰe।
2955,"t̪ɔkon t̪oɾɐ ʃɔbɐ͡ɪ̯ ɐʃolɪ, mɐp koɾɪ d̪ɪlɐm।"
2956,<> e͡ɪ̯ bɪʃpɔd̪ d̪ɐ oɾe bɐ̃cɐ͡ɪ̯ʲɐ ɾɐkʰcʰe।
2957,ɐgeɾbɐɾe <> eʲɛ͡o̯-teʲɛ͡o̯ kɪncʰɪlo।
2958,"<> bɔɾt̪omɐne ɪskuleɾ tecɐɾ, tɪcɐɾ।"
2959,mɐlekeɾ kɔt̪ɐ t̪o ko͡ɪ̯t̪ɐcʰe o͡ɪ̯t̪o ɪ e͡ɪ̯ʲɐ।
2960,eɾɐɾet̪o skul tɪcɐɾ cʰɐɽɐ pʰɔɾɐ͡ɪ̯t̪ɐɾt̪o।
2961,pʰɔt ko͡ɪ̯ɾɐ ɟɐ͡ɪ̯ʲɐ nɪʲɐ ɐ͡ɪ̯t̪ɐcʰe polɐhɐn।
2962,ɔgoɾ ʃɐt̪ʰe ɔgoɾ ʃɐt̪ʰe t̪o ɾɪleʃon ɐcʰe।
2963,bɔcʰoɾkɐɾ d̪ɪn bɐ͡ɪ̯t̪t̪e ʃɔʃtʰɪ ko͡ɪ̯ɾbɐ nɐ?।
2964,pɔɾe kʰõɟ kʰɔboɾ nɪʲe bolcʰe ɾɪponeɾ kɔt̪ʰɐ।
2965,"o͡ɪ̯ ɐmɐge ʃon, ɐmɐɾ tʰɐkud̪ɐd̪ɐɾ cʰelo।"
2966,onu ehon mɐstɐɾ pɐɽɐ ɔ͡ɪ̯ʲɐ gecʰe gɐ।
2967,pʰɔt ko͡ɪ̯ɾɐ ɟɐ͡ɪ̯ʲɐ nɪʲɐ ɐ͡ɪ̯t̪ɐcʰe polɐhɐn।
2968,pʰɔɟoɾ ɔkt̪o pʰɔɾle <> pʰɔɟɔɾ pʰo͡ɪ̯ɾɐ pʰut̪e nɪ?।
2969,ɐnneɾ eno d̪u dɐlɐ͡ɪ̯ e͡ɪ̯cʰe nɐ d̪ekcʰɪ।
2970,tɛlent hɐ͡ɪ̯d ko͡ɪ̯ɾɐ <> cʰodbɐlɐ ɟe।
2971,"gɐɽɪ ɐ͡ɪ̯bo, ɔpʰekkʰɐ koɾun lɐgbo ɐɾɔhɪ।"
2972,ʃɔɾkɐɾeɾ ɟɐʲgɐ ʃɔɾkɐɾ nɪʲɐ͡ɪ̯ ɟɐbo gɐ।
2973,nod̪ɪt̪e pɐnɪ nɐ͡ɪ̯ bʱɐ͡ɪ̯ʃɐ ɐbo kot̪t̪ʰeke?।
2974,sɛɾeɾe he͡ɪ̯d̪ɪn gɪʲɐ d̪oɾcʰɪlɐm gɪʲɐ।
2975,ɟɐlɐ͡ɪ̯cʰe ɐmɐge kɔm ɟɐlɐ͡ɪ̯cʰe nehɪ?।
2976,bɪʃ lɐk tɛhɐ kɪʲeɾ tɛhɐ ɐcʰɪlo?।
2977,t̪oɾ ʃɐt̪e kɪcʰukkʰɔn gɔlpoguccʰɔb koɾɪm।
2978,<> kʰɔboɾ d̪ehɪ d̪ɪn-ɾɐ͡ɪ̯t̪o cobbɪʃ gʱɔntɐ।
2979,"t̪ɐɾe nɔnd̪ok bɪʲɐ koɾce, d̪ɛkco mu͡ɪ̯।"
2980,"o ko͡ɪ̯ʲe d̪ecʰe, o͡ɪ̯hent̪e d̪ɪʲe d̪ebene।"
2981,"tɐkɐ pɐ͡ɪ̯cʰe, ɐɟke pʰon d̪ecʰelo ɐmɐɾe।"
2982,"pɾot̪ɪ pɾot̪ɪ bʱɐgɪ, bʱɐg ɔ͡ɪ̯lo cɐ͡ɪ̯ɾdɐ।"
2983,mɐlekeɾ kɔt̪ɐ t̪o ko͡ɪ̯t̪ɐcʰe o͡ɪ̯t̪o ɪ e͡ɪ̯ʲɐ।
2984,ɟɐʲɐ d̪ekbu ho͡ɪ̯lo ɪʲeɾ t̪ɔlɐ͡o̯ poɽe nɐ।
2985,e͡ɪ̯ ɾɔmɟɐn mɐʃe ɟe pɐt ʃɐgeɾ ɟe d̪ɐm!।
2986,"o͡ɪ̯ ɟe, ɛkbɐɾ ho͡ɪ̯lo cɐ̃d̪eɾ mɔd̪d̪e kɪ?।"
2987,"bʱɐɽɐ d̪ɪʲe͡o̯, tɐkɐ ɐcʰe, ʃɔb d̪ɪk d̪ɪʲe।"
2988,<> e͡ɪ̯nd̪ɐ ʃɔmpuɾno bẽɪcɐ hɐlɐ͡ɪ̯cʰe?।
2989,bɔɽo mɐʃɪ o͡ɪ̯ bɛŋkeɾ tɐkɐ bʱɐŋbe nɐ।
2990,kɐɾon oʃud̪ gulo d̪ebe t̪ɐt̪e kɪ ɔccʰe।
2991,e koɾt̪ɪ koɾt̪ɪ ɐmɪ ʃe ɾoge d̪ʱo͡ɪ̯ɾe gecʰɪ।
2992,"ɐmɐɾ, mɐne he t̪o ɐmɐɾ ʃɐmne ɐcʰɪn।"
2993,ɪʲeɾ t̪o ʃɔɾkɐɾɪ cɐkɾɪ ɔ͡ɪ̯ʲɐ gecʰe gɐ।
2994,ʃe͡ɪ̯ mɐ͡ɪ̯ʲeɾ bɪʲe dɪbʱoɾs ho͡ɪ̯ʲe gecʰe।
2995,"pʰɐke t̪ʰɐkoʃ, mɛlɐ ʃɐnt̪ɪt̪e t̪ʰɐkoʃ।"
2996,kɐm kɐɟeɾ d̪ʱɔɾon ʃɐɟɐneɾ kɪnt̪u ɐlce।
2997,"ʃut̪ɔɾɐŋ, ʃe ɐmɐɾe hɪʃeb ko͡ɪ̯ɾe͡ɪ̯ d̪ecʰe।"
2998,kɐɾ bɐɽɪt̪o kɛmon kʰɐ͡o̯ʷɐ-d̪ɐ͡o̯ʷɐ ko͡ɪ̯ɾlen?।
2999,e͡ɪ̯ɟonnɪ oɾɐ kɪcʰu koɾt̪ɪ͡o̯ pɐɾt̪ɪcʰe nɐ।
3000,ɾɐt̪eɾ t̪o hoccʰe mumbɐ͡ɪ̯ ɐɾ cennɐ͡ɪ̯।
3001,ɐmdɐ bɐɽɪ <> emnɪ ɐɾɔhɪ gʱuɾt̪ɐm ɐ͡ɪ̯cʰɪ।
3002,meheɾɐbɔɾe d̪ɪcʰɪ o ɛkkʰɐn pɪtʰe kʰɐ͡ɪ̯cʰe।
3003,ɐmɐɾe e͡ɪ̯k d̪ɪneo ɛktɐ pʰun d̪ɪlo nɐ।
3004,"ɐmɪ ʃɐmne͡o̯ ɟɐbo nɐne, ɪ koɾbo nɐne।"
3005,ʃɔbceʲe bɔɽo kɔt̪ʰɐ holo mɐstɐɾ mɐ͡ɪ̯nd।
3006,bɐɽɪ ɐʃolɪ t̪oɾe gʱɔɾe͡ɪ̯ utʰt̪ɪ d̪ebo nɐ।
3007,e͡ɪ̯ɟe mɪɾɟɐpuɾe t̪ʰɪkɐ ɛk lok ɐ͡ɪ̯cʰe।
3008,"o͡ɪ̯kʰɐne ɟɐ͡o̯, e͡ɪ̯ ɟɪnɪʃtɐ nɪʲɐ ɐ͡ɪ̯ʃo।"
3009,ɔh t̪u͡ɪ̯ e͡ɪ̯dɪ kɔmpɪtɐɾe d̪ɛhocʰo nɐ?।
3010,ʃe͡ɪ̯ne ɟɐ͡ɪ̯ʲɐ ɟɐ͡ɪ̯ʲɐ bo͡ɪ̯ʃɐ bo͡ɪ̯ʃɐ ɾo͡ɪ̯cʰe।
3011,"cɐ͡o̯n nɐ͡ɪ̯ kɪcʰu, keɾe t̪u͡ɪ̯ ɟɐnocʰo nɐ?।"
3012,gɪlɪ ɐmɐge bɐɽɪ d̪ɐʲɐt̪ kɔt̪t̪ɪ ɟɐbe।
3013,mɐ ettu ɐge ʃunt̪ɪcʰelo t̪umɐɾ kɔt̪ʰɐ।
3014,e ɐd̪ʱɐ gʱɔntɐ ɟud̪ɪ ebɐ ko͡ɪ̯ɾɐ kʰɐ hɐe̯।
3015,"mone koɾo ɟe, ɐmɪ ebɐɾ pɐʃ koɾbo nɐ।"
3016,pʰɔɾe pʰɔɾe gele bole kɪ ko͡ɪ̯cʰe ko͡ɪ̯t̪ɐɾbɪ?।
