id,string
4148,ɾɐnnɐbɐnnɐ ɛkʃɐt̪t̪o ɛkʃɐt̪o ɛkʃɐt̪o ɛkʃɐt̪o ɛkʃɐt̪o ɐmnɪ gɦɔɾ ɐllɐ
4149,o t̪ɐ͡ɪ̯lɪ t̪o thɪk ɐche
4150,nɐ ɐlɐd̪ɐ t̪o ho͡ɪ̯ ne͡ɪ̯
4151,bɐɟɐɾkɐt koɾe ehon nɐkɪ
4152,koɾe mɐɟɦe mɐɟɦe mɐɟɦe
4153,o͡ɪ̯ ɟe ɐɟke d̪u͡ɪ̯ʃo tɐhɐ d̪eche ʃɐ͡o̯nɾe ko͡ɪ̯ɾe ɐnt̪ɪ bɐɟɐɾ
4154,ɐɾ ɟɐ lɐge
4155,mɐch ɐne ʃɔbɟɪ ɐnche
4156,ʃɔɾt̪ɐt̪o t̪ɔjlɪ ettu d̪ɐɽɐt̪ɪ pɐɾlɪ ɐɾ ʃɔmoʃʃɐ hot̪o nɐ
4157,bɦɐlo
4158,d̪ukɐndɐ d̪ɪt̪ɪ pɐɾɪ chɔtoʃ
4159,ɟɐnbe
4160,odɐ o͡ɪ̯ɟe ehon pɐɾbene
4161,ko͡ɪ̯chɪ pɔɽt̪ɪ mɐɟɦe mɐɟɦe ʃɔkɐle bɐ ɾɐt̪e ko͡ɪ̯chɪ
4162,ɐmɪ thɪkɪ koɾbɐne
4163,ʃumɐe̯ mot̪o koɾt̪t̪hɐcho nɐ
4164,ɔʃumɐe̯ ɟɐje koɾbɐne
4165,t̪ɐ d̪ɐkt̪ɐɾ d̪ɛhɐchɪn nɐ kɛn
4166,oɾ kɪ kɪ
4167,ʃund̪ɐ
4168,ɐɾ kɪ o͡ɪ̯che
4169,oɾe ɟod̪ɪ nɔjɐɾe ɟod̪ɪ cekɐp koɾɐe̯
4170,umm o͡ɪ̯ mɛʃɪn ɪ nɔʃt̪o owɐbe
4171,uɾɐɾ ɛt̪o ɾɐg
4172,t̪ɐlɪ
4173,pɐt̪om ɔcche dɐjbeɾɪt bucchɪ
4174,hum pɔɾe ɔcche unɐɾ cɔŋge t̪e nɐlɪ o͡ɪ̯che
4175,he gelɪ ɪttu guchɐe̯ nɪt̪ɪ hɔbe
4176,ɐcchɐ t̪oe̯ mɐʃɪ
4177,mɐʃɪ bɦɐlo ɐcho
4178,ɐchɪ bɦɐlo
4179,ɐ͡ɪ̯ɟke pɾɐʃgɪ bɐɽɪ gechɪlɐm
4180,t̪ɐ bole kɪ o͡ɪ̯ ʃɪb bɐbɪ mone hɔe̯ nebene buɟɦɪchɪʃ
4181,kolo kɪ bɐbɐ
4182,ɔ͡ɪ̯t̪o ɔ͡ɪ̯ ko͡u̯jɐɾ ɟɔnnoɪ phɔn d̪ɪchɪ t̪umɐɾe ɐmɪ
4183,bɪ͡ɪ̯che nɐkɪ t̪oɾe
4184,hum ʃɪb bɐb bɦɐn d̪echelo bɪkel bejɐ ɐmɐɾe
4185,ɔ͡ɪ̯t̪o ɐmɪ mone hɔe̯ gɪlɪ bɦɐlɪ ɐmɐɾ mone hɔe̯ pɾɐʃ oɾ bɐbɐɾ kɐche phɔn d̪eche buɟɦɪchɪʃ
4186,koɾt̪t̪hɐchɪ
4187,ɐtɐ cɔle koɾt̪ɪchɪ khɐ͡ɐ̯ mot tɛtɐle kono kɪchu͡ɪ̯ chu͡ɪ̯ nɐ
4188,mɪchu ɐlu oʃɔb kɪchu͡ɪ̯ khɐ͡ɪ̯nɐ
4189,ʃɔbɟɐbɦɪbɦɐmɪ ettu ʃɐkpɐt̪ɐ edɐ kɐ̃c koɾlɐ d̪ɪje ettu khɐchɪ
4190,d̪ud̪ khɐ͡ɪ̯
4191,e͡ɪ̯ ebene t̪o colt̪ɪchɪ ɾe bɐbɐ
4192,ɛkhon mɐne ɐmɐɾ nɐɾmɐɾ
4193,mɐne ʃund̪ɐɾ chɪlo nɐɾmɐɾ
4194,ettu bɐɽɐe̯ nɪchɪ
4195,ɐmɐɾ bɔɽod̪ɪ ɪttu ʃukh ho͡ɪ̯che boɟɦcho
4196,t̪umɐɾ bɔɽod̪ɪ ɪttu ʃukh ho͡ɪ̯che ɐmɪ kocchɪ dɐkt̪ɐɾ d̪ehɐbɐ nɐ
4197,kɔcche nɐh ɐɾ dɐkt̪ɐɾ d̪ehɐbo nɐ ɐmɪ kocchɪ kɛ
4198,ɾogo holɪ cɪkɪnt̪ɪjɐ t̪o hɔɾɪ hɔbe tɐkɐ lɐgɪ
4199,ɐbɐɾ ʃe͡ɪ̯ e͡ɪ̯ ɟe d̪u͡ɪ̯ pɔd̪eɾ tɛʃ
4200,o͡ɪ̯ ʃund̪ɐɾ phɪɾɪ tɛʃ bɪʃɪkt ɐ͡ɪ̯ne ɾɐkhɪchɪ
4201,t̪ɐɾfɔɾe kɔjdɐ d̪eʃɪ muɾgɪ kɪne ɾɐkhɪchɪ
4202,d̪ud̪ khɐ͡ɪ̯ ettu
4203,t̪ɐɾfɔɾe t̪oɾ ʃɐgʃɔbɟɐ e͡ɪ̯bɦɐbe d̪ɪje bɦɔɾo bɦɔɾo
4204,ʃɔkɐle ɐmɪ
4205,d̪eɽtɐɾ beʃɪ ɾutɪ khɐ͡ɪ̯ nɐ
4206,d̪ed̪ɦɐɾɐɾ t̪e d̪u͡ɪ̯to ɾutɪ khɐ͡ɪ̯ khɐ͡ɪ̯nɐ
4207,ɐbɐɾ ettu beʃɪ khɐ͡ɪ̯
4208,t̪ɐphɔɾe ɔcche d̪uphɐɾɪ kɔdɐ bɦɐt̪ khɐ͡ɪ̯
4209,phɪɾe ettu bɪʃɪkt khɐ͡ɪ̯
4210,e o͡ɪ̯ d̪e ɾɐt̪ɪɾɪ d̪udo ɾutɪ khet̪e bɪ͡ɪ̯che
4211,ebɦɐbe d̪ɪje khɐ͡ɪ̯
4212,e͡o̯n t̪el mɔʃlɐ kɔmɐe̯ d̪ɪchɪ e ɐm ɛt̪o ɐm ettu ɐm o chu͡ɪ̯je d̪ekhnɪ
4213,bɪʃtɪɾ pɔɾe t̪o ɐt̪olɪ͡o̯ mɛg
4214,t̪ɐ t̪o ɐmɐɾ bɐ͡ɪ̯ɽe geche cɪnt̪ɐ cɪnt̪ɐe̯ bɦɐlo thɪkt̪ɪche nɐ
4215,ɐmɐge bɔʃɔɾgɔt̪o o͡ɪ̯je geche buɟɦɪchɪɾ
4216,ummu t̪umɐɾ kɔt̪hɐ bɦɐlo buɟɦɐ ɟɐcche nɐ mɐʃɪ
4217,ʃɔbɐ͡ɪ̯ t̪o ʃumɐn
4218,kɔcchɪ kɪ kɔt̪hɐ bɦɐlo buɟɦɐ ɟɐʃʃe nɐ
4219,kɔt̪hɐ buɟɦɐ ɟɐcche nɐ kon ʃumɐt̪t̪e kocchɪ
4220,t̪ɐ ʃono t̪umɐɾ e͡ɪ̯ d̪ɪd̪ɪɾe kocchɪ
4221,t̪ɐ dɐkt̪ɐɾ d̪ɪhɐbɐ nɐ
4222,t̪ɐ kocche ɐmɐɾe ʃud̪ɪ e͡ɪ̯ɾe ɐ͡ɪ̯ne d̪e d̪ɔʃ hɐɟɐɾ tɐhɐ
4223,t̪ɐ ɐmɪ kocchɪ ɟe ʃund̪ɪ e͡ɪ̯ɾe ɐ͡ɪ̯ne d̪ebo
4224,t̪umɐɾ bɛŋke d̪e tɐhɐ ɾo͡ɪ̯che
4225,t̪ɐ kocche kɪ ɐmɐɾe kɪ pɐgole kɐmɽɐ͡ɪ̯che ne͡ɪ̯ bɛŋkeɾ tɐhɐ bɦɐ͡ɪ̯ŋge dɐkt̪ɐɾ d̪ɪhɐbɐnɪ
4226,nɐ o͡ɪ̯ bɛŋkeɾ tɐhɐ bɦɐ͡ɪ̯ŋge cɪgɪʃʃɐ ot̪ɪ ɔbe nɐ
4227,kɔbe bɪchoɾe phɔ͡ɪ̯ɾe t̪hɐkpe buɟɦ d̪ɪbɪnɐ
4228,t̪hɐk kɔt̪o ɟɔt̪ ɐche
4229,ɐɾ cɐnnɐc cɐnɪtɪ ko͡ɪ̯ɾe d̪ɛe̯
4230,kɔcche mɐʃɪ ettu pɔɾe d̪ukɐn ʃɐt̪o ko͡ɪ̯ɾe goɾu bɐchuɾ uthɔbo ɾutɪ t̪ɐ ɐmɪ kocchɪ kɛ t̪oɾ mɐ phɐɾenɐ
4231,t̪ɐ kocche nɐ
4232,t̪ɐ ɐmɪ kocchɪ goɾu bɪkɐɾ ko͡ɪ̯ɾe d̪ɪje nɪpɐɾ kɐche ɟɐe̯ ɛk mɐʃ t̪hɐkpe ɾɪpɐɾ kɐche ɟɐe̯ ɛkʃɐ t̪hɐkpe
4233,t̪oɾ mɐɾ e͡ɪ̯bɦɐbe ʃumɐe̯
4234,bɦɐnd̪ɪchɪlɐm kɪ
4235,bɐɟɐm kɪ nɐ bɐʃɐm
4236,t̪umɪ kɪ
4237,ne͡o̯ ɟɐ͡ɪ̯ hok d̪u͡ɪ̯bɐɾ t̪o ɟɐ͡ɪ̯je bo͡ɪ̯le ɐʃlɐm
4238,oɾ mɐ bɪlchɪlo ɟe
4239,bɪ͡ɪ̯che
4240,t̪ɐ kocche ɟe eɾkom ɟe kɐl ɐɽɐ͡ɪ̯ hɐɟɐɾ tɐkɐ nɪje ɐ͡ɪ̯ʃo
4241,ʃumɐe̯ kɐ͡ɪ̯te ɟɐbe
4242,kɔcche ɐmɐɾ mɐ bɔt̪t̪ɐmɐne o͡ɪ̯ ʃɔb phɔchond̪o ot̪t̪ɪche nɐ
4243,ɐɾ ʃe cɐɾɪ cɐɾɪ e͡ɪ̯ɾe khɐe̯
4244,d̪ɦɐɾɐe̯ d̪ɪ ɐʃlɪ e ɔcche
4245,bɪʃɐl pɐ̃ɟɪ
4246,ɐbɐɾ mɐne mɔlbɐ nɐ buɟbɐ
4247,ummɐ mɐne dɐjbeɾɪʃ holɪ eʃɔb bɐɽe
4248,cɐɾɪ e͡ɪ̯ɾe khɐlɪ mone koɾo t̪umɐɾ bɦɔt̪ɪ
4249,cɐɾɪ e͡ɪ̯ɾe khɐbɐ t̪umɐɾ bɦɔt̪ɪ buɟɦɪcho
4250,ɐɾ khɐbɐ nɐ t̪umɐɾ bɦɐlo
4251,mɐʃɪ t̪umɪ e͡ɪ̯ phɪlɪ khɐbɐɾo khɐje nɐ
4252,e͡ɪ̯ t̪oɾ mɐʃɪ͡ɪ̯ e͡ɪ̯ ɟe cɪllɐ phɐllɐ ot̪t̪ɪche khɐ͡ɪ̯jɐɾ ɟɔnno
4253,ɐmɪ kocchɪ t̪umɪ t̪hɐm d̪ɪ
4254,khɐbo nɐ t̪o khɐbo nɐ
4255,mɪʃtɪ nɐ khɐlɪ kɪ o͡ɪ̯che
4256,khɐbɐɾ o khɐbɐɾ e d̪ɦɐɾe ʃɐjbɪn mɐne o͡ɪ̯ ɟe ʃe ludɪʃ t̪ɐ͡ɪ̯ ɾɐnnɐ ko͡ɪ̯ɾe ɐmɪ khɐ͡ɪ̯ nɐ
4257,luduchɪ͡o̯ bɐɽe
4258,ɐne kɔt̪od̪ɪn pɐɾbɐnɪ ɟɐnɪ nɐ bɐph
4259,ɛkhono t̪o muk ʃɔbɐn pɐɾɪ
4260,pɐt̪t̪chɪ ɐne kɪ ejɛɾbo eɾ pɔɾe ɟɐnɪ nɐ
4261,ɐɾ oɾ ʃɔɾʃɐ o͡ɪ̯je geche t̪o
4262,ʃedɐ͡ɪ̯
4263,t̪oɾ mɐɾ pɾɪt thɪk ɐche nɐ
4264,mɐɾ t̪o dɐjbeʃɪn nɐ͡ɪ̯
4265,nɐ t̪oɾ mɐɾ dɐ nɐ͡ɪ̯
4266,t̪oɾ ʃe͡ɪ̯ɟe mɐʃɪ t̪o ɪdɐ kobɪt̪ɐɾ ɔcche t̪hɐ͡ɪ̯ɾd
4267,o ɐmɐɾ bɔɽod̪ɪɾ mɔt̪o
4268,ɟɔd̪eɾ mo khɐɾɐp oɾ
4269,ɪ ɟe͡ɪ̯te kɪnɪche ʃe͡ɪ̯tɐ ɟɔmmeɾ khɐ͡ɐ̯͡ɐ̯ khɐ͡ɪ̯je phu͡ɪ̯le phu͡ɪ̯le ɟɐʃʃe d̪ɪn d̪ɪn
4270,ettu ɐge kɔt̪hɐ o͡ɪ̯chelo
4271,t̪ɐ kocche mɐch mɐʃ bole khɐe̯ nɐ
4272,khɐe̯ nɐ
4273,oɾe ettu muk ʃɔmɐnʃɐt̪ ot̪t̪ɪ
4274,phɐɾenɐ
4275,gɪlɐɾ t̪ɐle t̪hɐje
4276,gɪlɐɾ ʃɔmone phɐlɪ ɐɾ ʃɔmɔe̯ nɐ͡ɪ̯ oɾ
4277,ɐmɪ bɪlchɪ d̪ɛkh t̪u͡ɪ̯ e͡ɪ̯bɦɐbe khet̪e khet̪e t̪u͡ɪ̯ kɪnt̪u ʃɔmɔɾ koɾe ɟɐbɪ nɪ
4278,d̪eho t̪hɐkɪ ɾɐg ɐche ʃɔbɐ͡ɪ̯ɾ ɪ
4279,t̪ɐ͡ɪ̯ ettu ʃɐlɐ
4280,ɟɔd̪eɾ mɔt̪ ʃɐlɐt̪ɪ phɐɾe nɐ e͡ɪ̯ ettu͡o̯
4281,ɛk ɔlo mɪʃtɪ khɐ͡ɪ̯ nɪʃed̪
4282,mɪʃɪtɪ t̪o koʃpe ɟɔmmeɾ koʃɐ
4283,t̪ɐɾphɔɾe t̪umɐɾ ɐm khɐ͡ɪ̯ nɪʃt̪d̪
4284,ɔnek kɪchu d̪ud̪ ɟɐjɐt̪ɪjɐɾ khɐbɐɾ nɪʃed̪
4285,ɟɔd̪eɾ khɐ͡ɐ̯ khɐbe ʃe͡ɪ̯ tɐk
4286,t̪umɐɾ mɐ mɐt̪t̪t̪e͡ɪ̯ t̪o ʃuɾu o͡ɪ̯che
4287,t̪ɐ ɟɐh t̪umɪ khɐccho nɐ e t̪o bɦɐlo
4288,ɐmɐɾ mɐ͡o̯ ɔboʃʃo kom khɐe̯
4289,mɐɾ ettu o͡ɪ̯ɟe ɐge kɔjd̪ɪn khɐt̪o
4290,t̪ɐ o͡ɪ̯ɟe dɐkt̪ɐɾ d̪ɪjɐɾ phɔɾe bɐ͡ɪ̯che khu͡ɪ̯te khɐe̯
4291,o͡ɪ̯ ɐmɐge ʃon ɐmɐɾ thɐmukd̪ɐd̪ɐɾ chelo
4292,thɐkd̪ɐd̪t̪e d̪ɛkh bɐbɐɾ ɔlo
4293,bɐbɐt̪t̪e mɐ
4294,mɐt̪ɪ bɔʃɔɾe ɔt̪o ne͡ɪ̯
4295,kɪnt̪u t̪ɐɾ mɔd̪ɪ d̪ɛho ge bɔɽo mɐmɐɾ mɐne chɔɽo mɐmɐɾ d̪ɦoɾo dɐmɐɾ meje chɔɽo mɐɾɐ gɦɔlo nɐh
4296,oɾɪɾ t̪ɪn ɛktɐ ɪʃɪ t̪umɐɾ d̪u͡ɪ̯ pɐʃe ɔcche t̪ɪn d̪u͡ɪ̯tɐk ettue pɔɽbe
4297,ɐɾ ettɐe̯ t̪ɪn t̪ɐn
4298,cɐnd̪on
4299,hɐ o͡ɪ̯ ɟe d̪ɐd̪u ɔcche t̪umɐɾ
4300,d̪ɪlɪp ɾe bo͡ɪ̯le d̪eche
4301,d̪ɪlɪpeɾ d̪ukɐneɾt̪e mɐɾe nɪje ɟɐ͡ɪ̯t̪ɪ ko͡ɪ̯che
4302,t̪oɾ mɐɾe d̪eche
4303,nɐ ko͡ɪ̯lke nɪje ɟɐt̪ɪ ko͡ɪ̯che
4304,phɔn d̪ɪchɪlɐm ɐmɪ
4305,t̪ɐ kɐkɐ kolo ɟe ko͡ɪ̯lke t̪omɐɾ mɐɾe ɐʃt̪ɪ ko͡ɪ̯jo
4306,kɐloke d̪ɪbɐnɪ
4307,d̪ɐd̪uʃe d̪ɪd̪ɪmɐ ɔʃukh o͡ɪ̯je pɔɽɪche beʃɪ
4308,ehon ettu mutɐ kuhɪche t̪o
4309,e͡o̯n mutɐmutɪ bɦɐlo ɐche
4310,ɐ mɐmɐɾ kɪ ʃɔmoʃʃɐ
4311,t̪umɐɾ mɐmɐɾ
4312,mɐmɐɾ nɐ t̪o uɾɐɾ bo͡u̯͡ɪ̯ɾ ʃɔmoʃʃɐ
4313,uɾɐɾ bɔ͡u̯ mɛlɐ mutɐ nɐ
4314,mɛlɐ o͡ɪ̯ ɟe gɪɾejgɐɽɐe̯ ʃɔmoʃʃɐ
4315,ehon ɪttu ɾutɪ khɐe̯ ʃɔɾɐndɐ ettu kuhɪche
4316,t̪hɐ͡ɪ̯ɾd o ɟɔmmeɾ phulɐ phɔle
4317,ɐmɐge ejene t̪o t̪hɐ͡ɪ̯ɾjed holɪ phu͡ɪ̯le hɐt̪pɐ bɛt̪hɐ
4318,bɛt̪hɐ
4319,ɟɔmmeɾ kɔt̪onɐ
4320,t̪oɾ ʃeɟe mɐʃɪ͡o̯ t̪o ɟɪbbeɾ phulɐphɐɾɪche
4321,o ɟɔhon phulɪche bɛt̪hɐmɐmɾɐɾ ɟɐllɐ d̪ɐpɐbe
4322,ʃɔne nɐ
4323,ɐmɪ bɪlchɪ kɪ t̪hɐ͡ɪ̯ɾde bɦɔjeɾ kono kɐɾon nɐ͡ɪ̯
4324,ɐmɪ bɪlchɪ mɔt̪tɐ ʃɐlɐ
4325,t̪oɾ ɔt̪o tehɐt koɾt̪ɪ hɔbe nɐ
4326,oʃud̪ɦtɐ khɐ t̪ɐ͡ɪ̯t̪ɪ t̪oɾ o ɾɐg
4327,ɐmɐge hocche xɔt̪ɔɾnɔk ɾɐg eɾ mɔt̪o khɐɾɐp ɾɐg ne͡ɪ̯
4328,t̪oɾ bɐbɐɾ moʃɔt̪o ɐmɐɾ o͡ɪ̯ pɾɐʃɔm e ʃɔmoʃʃɐ ɐche
4329,ɐmɐɾ cɔt̪uɾd̪ɦo ʃɔmoʃʃɐ
4330,pɾɐʃɔɾe ʃɔmoʃʃɐ ɐche t̪omɐɾ
4331,ɐmɪ mɐɟɦe mɐɟɦe o͡ɪ̯
4332,nɪje khɐ͡ɪ̯ ɐɾ gɔɾ gɪlɪ kɪ goɾɪ ɟɐnɪn nɐ
4333,t̪ɔe̯ t̪o pɾɐʃɔɾ dɐkt̪ɐɾ d̪ehɐlɪ t̪o bɦɐlo hot̪o
4334,ʃe͡ɪ̯d̪ɪnke teh koɾɪchɪ hɐlkɐ ʃɔmoʃʃɐ ɐche
4335,t̪ɐ ɐmɪ ɟɪnt̪ koɾɪchɪ t̪ɐ bɪ͡ɪ̯che nɐ ɛt̪e ɐst̪t̪t̪o
4336,oʃud̪ɦo khɐ͡o̯wɐ lɐgɐbenɐe̯
4337,pɐ̃ctɐ teh d̪ɪchɪlɐm
4338,t̪ɐ bɪ͡ɪ̯che t̪umɐɾ t̪hɐ͡ɪ̯ɾjed ne͡ɪ̯ ɐɾ o͡ɪ̯ ɟe bɐt̪e kɐɽɐe̯
4339,ɪɾɪjɐk eɾɪdɪɾ ɟɔnnoɪ ettɐ d̪ɪchɪ ɪnɪɾɪnɪɾ ɟɔnnoɪ ettɐ d̪ɪchɪlɐm t̪hɐ͡ɪ̯ɾɪnɪɾ ɟɔnnoɪ ettɐ d̪ɪchɪlɐm ɾɔkt̪o uʃɐʃ hɔe̯ nɐ t̪ɐɾɪɾ ettɐ d̪ɪchɪlɐm
4340,t̪ɐɾpɔɾe ʃund̪eɾ d̪ud d̪ɪlɐm
4341,t̪ɐɾpɔɾe ʃɔbʃɐ ho͡ɪ̯che ʃund̪ɐɾ bɐɽɪche ɐɾ hocche ʃɔb kodɐ nɐɾmɐl ɐche
4342,ɐɾ o͡ɪ̯teɾ kɔt̪hɐ bɐɽɪche ɪnɪne ʃɔbʃɐ d̪ɦɐpɐ pɔɽɪche ɐmɪ ɐbɐɾ ɐbɐɾ t̪ɐʃo t̪hɐhɪ beʃɪ t̪o
4343,phɔɾom khɐ͡o̯wɐ hɔe̯ nɐ
4344,ɐʃo t̪hɐhɐ ɟɐbe nɐ mɐʃɪ
4345,t̪ɐɾpɔɾ bɪ͡ɪ̯che bo͡u̯d̪ɪ gɔɾ khet̪e hɔbe pɾuɾ nɐ͡ɪ̯lɪ t̪umɐɾ ʃɔmɔe̯ʃɐ d̪ɦɐɽɐe̯ ɟɐbene
4346,ɛkhon t̪o
4347,o͡ɪ̯de hocche ɐmɐɾ ʃɔmɪ ɟed̪ɪn hɔe̯ ʃed̪ɪnɪɾt̪e ɐmɐɾ o͡ɪ̯ pɾɐʃɔɾ kɔt̪onɐ hocche
4348,o͡ɪ̯ phɔɾ khɐ͡ɪ̯je khɐ͡ɪ̯je ɾɐkhɪ
4349,ʃe͡ɪ̯ ɟɐgɐɾt̪e mɐne kɔm ho͡ɪ̯je t̪hɐke
4350,ɛkhono ɾo͡ɪ̯che eɾpɔɾe kɪ hɔbe ɟɐnɪ nɐ
4351,ɟe͡ɪ̯ ʃumɐ ɐʃoʃ t̪hɐkɪ nɪɟ ɟɐlɐe̯ ʃe͡ɪ̯ ʃumɐ bɐ͡ɪ̯t̪e pɔɽe
4352,koɾt̪ɪcho kɪ
4353,ɾɐnnɐ koɾt̪ɪchɪ
4354,ʃɔɾɪɾ tɔɾɐɾ bɦɐlo ɐche
4355,ɐɾe bɐpu ɐmɐɾ e͡ɪ̯ ʃund̪ɐɾ ɐche nɐ
4356,mɐɟɦe ʃɔmɪʃ ɟɐ͡o̯wɐɾ pɔɾ ɐbɐɾ bɐ͡ɪ̯ɾe pɔɽɪche
4357,kɪ ɐche eɾpɔɾe ɟɐnɪ nɐ
4358,ɐɾ e͡ɪ̯hene ʃund̪ɐɾ holɪ t̪o bɪʃɪnnot̪ɐ d̪ehɐ d̪ee̯ ɛkt̪ɐ nɐ
4359,ɟettuk ʃɐlɐt̪ɪ pɐɾɪ bɐbɐ ʃɐlɐe̯ ɾɐhɪ pɔɾe ɟod̪ɪ nɐ pɐɾɪ t̪o ɛknɪ͡ɪ̯ t̪o ɪ koɾt̪ɪ hɔbeʃe
4360,e͡ɪ̯de o͡ɪ̯je geche bɔʃɔlgɔt̪o
4361,t̪ɐɾfɔɾe ɐmɐɾ ʃɐʃuɽɪɾ o t̪o chɪlo
4362,o mɐʃɪ͡ɪ̯ɾ ɐche nɐkɪ
4363,nɐ ed̪eɾ phɛmɪlɪ ehono kɐɾu d̪ɛkhɐe̯ nɪ
4364,t̪o bɦɐlo
4365,e d̪ɦɐɾe ɐmɐɾ ɛk ʃɐʃuɽɪɾ chɪlo
4366,ɐmɐɾ nonod̪ ɔʃukh ho͡o̯wɐt̪e
4367,uɾɐ d̪u͡ɪ̯ bɦɐ͡ɪ̯
4368,t̪oɾ ɟɐmɪ͡ɪ̯ɾ t̪o ɐtɐn bɔchoɾ ʃɔʃɐʃ o͡ɪ̯je geche ɛkhon bɦɐlo ɐche
4369,humm pɔɾe kɪ ɔbene ɟɐnɪ nɐh
4370,kɪnt̪u ɐmɐge d̪ehɪʃ
4371,o͡ɪ̯ ʃumɔʃ ege ho͡o̯wɐɾ ʃɔbɦɐbnɐ beʃɪ ɔbe
4372,ege t̪o bɔʃɔɾgɔt̪o
4373,ɐɾ bɔʃɔʃo lɐgt̪ɪche nɐ
4374,ɛmon ɐche d̪ɛkh mɐ bɐbɐɾ kɐɾoɾ ne͡ɪ̯
4375,t̪ɐd̪eɾ phɐmɪlɪje ɛkɟon nɐ ɛkɟoneɾ ɔe̯
4376,o͡ɪ̯ ɟe khɐbɐɾd̪ɐbɐɾ mɛ͡ɪ̯t tehɪ nɐ koɾɪ e͡ɪ̯ ɔe̯
4377,ɐmɐɾ mɐɟɦe e͡ɪ̯ mɐne khɐbɐɾ ɛkd̪om goɽe e͡ɪ̯ d̪u͡ɪ̯ t̪ɪn mɐʃ ɐge bɦɐt̪tɐ͡o̯ khɐ͡o̯wɐ pɔɽɪche beʃɪ
4378,bɪʃʃɔʃ ko͡ɪ̯ɾe ɐmʃɔbɦɐm khɐ͡ɪ̯chɪlɐm mɛlɐ
4379,hɔɾlɪk khɐ͡o̯wɐ pɔɽɪchelo
4380,ɛkd̪om ɐmɐɾ d̪ɐʃe ɐmɪ beʃɪ bɐɽɐe̯ nɪchɪ
4381,ɐne cɪnt̪ɐe̯ ʃɔʃ o͡ɪ̯je ɟɐchɪ
4382,nɐlɪ o͡ɪ̯ ʃum ɐ͡ɪ̯che pɪɾɐe̯ kɔe̯ bɔchoɾ
4383,choe̯ ʃɐt̪ bɔ ɐɾɔ͡o̯ beʃɪ
4384,ɐt bɔchoɾ hɔje gelo nɐ ʃub e͡ɪ̯che mone hɔe̯
4385,hum t̪ɐ t̪o o͡ɪ̯che
4386,hɛ̃ o͡ɪ̯ ʃumɐ o͡ɪ̯ ʃumɐe̯ ɐmɐɾ d̪ɦɐ pɔɽɪchelo
4387,hɐlkɐ
4388,ummɐ mɐne ɛkd̪om mɐpe mɐpe d̪ɦɐpɐ pɔɽɪchelo
4389,t̪ɐ t̪ɐ͡o̯ mone ɔe̯ beʃɪ ɔt̪o
4390,ɐmɪ mɐne hɐtɐ t̪ɐɾphɔɾe ɾutɪ khet̪ɐm
4391,o͡ɪ̯ɾom khejje tehe t̪ɐɾphɔɾe nɐn dɐjbeɾɪt ɟɦɐkɐtɐle ɟeje cek ko͡ɪ̯ɾe ɐʃchɪlɐm
4392,ɐbɐɾ ɐmɐɾ ʃuk mɐɟɦe mɐɟɦe ɛkhɐne e͡ɪ̯ʃe mɐɟɦe ettu bɐɽɪchɪlo
4393,kɪnt̪u d̪ɛkhɐ ɟɐcche d̪u͡ɪ̯ʃoe̯ gɪlɪ ɔcche t̪umɐɾ ʃundɐɾ pɾoɾodɐ ɐ͡ɪ̯ʃe ɟɐe̯
4394,ummɪ ɐɾ nɐ khɐ͡ɐ̯ pɐte t̪umɐɾ ɔcche no͡ɪ̯bo͡ɪ̯ ɾɐkht̪ɪ ɔe̯
4395,o͡ɪ̯bbɔ͡ɪ̯ɾ mɔd̪ɪ
4396,ɐɾ okhone t̪oɾ chɔjeɾ gɦɔɾe gelɪ hɔe̯ thɪk nɐ
4397,t̪umɪ ɪdɐ o mɐʃɪ d̪ɔphɐd̪ɐɾge d̪ehɪcho
4398,d̪ɔphɐd̪ɐɾge
4399,ko͡ɪ̯n ɟɐgɐ chɪlo bɐɽɪ
4400,ɐmɐge bɦɪtejd̪ɐd̪ɐɾge bɦɪte ɐche nɐ
4401,nɐ go
4402,ɐmɪt̪o t̪ogeɾ o͡ɪ̯ mɐlɐkɐɾge cɪnɪ
4403,o͡ɪ̯ phukɪɾɐ chɪlo
4404,phekɪɾ kɐkɐ chɪlo
4405,o͡ɪ̯ d̪ɔphɐd̪ɐɾ ɔlo phɔ͡ɪ̯ɾ bɐʃeʃeɾ kɪ ɟɐnɪ ɔt̪o
4406,phɔ͡ɪ̯ɾ bɐʃeʃeʃeɾ
4407,um nɐ go
4408,kon
4409,o t̪o ɔnek ɐgeɾ t̪e t̪hɐkt̪ɪ hɐlkɐ hɐlkɐ chɪlo
4410,ʃɔmɔɾ tɐʃʃon koɾɐɾ pɔɾe bɐ͡ɪ̯ɾe pɔɽɪche ʃund̪ɐɾ
4411,o͡ɪ̯ ɾɐt̪ɪɾɪ ʃɔkɐle ɾutɪ koɾɪ
4412,phɐʃe chɪlo t̪oge bɐɽɪt̪t̪e t̪ɐ͡ɪ̯ bɔɽɪt̪e t̪ɐ͡ɪ̯ bɔɽɪ
4413,ɐmɐge pɾɪk chelo nɐ
4414,pɾum
4415,hɛ̃ o͡ɪ̯ phujoɾɪɾ phɐʃe
4416,phɪ͡ɪ̯ɾ phɐɽe bole oge bɦɪte
4417,o pɐkɾɪɾ pɐɽe t̪o kɐcn chelo
